1	-7.745586	0.2564108	0.1770159	10.89023	0	
2	-7.745586	0.2140032	0.1779598	9.335603	0	
3	-7.745586	0.1836063	0.1818211	7.78215	0	
4	-7.745586	0.1887804	0.1802788	6.998809	0	
5	-7.745586	0.1876291	0.1801676	6.21421	0	
6	-7.745586	0.1835759	0.181482	5.445038	0	
7	-7.745586	0.177164	0.185116	4.664532	0	
8	-7.745586	0.169928	0.1916822	3.883764	0	
9	-7.745586	0.1791977	0.1846725	3.62552	0	
10	-7.745586	0.192648	0.1727245	3.517631	0	
11	-7.745586	0.1924553	0.171139	3.113538	0	
12	-7.745586	0.1800239	0.1852937	2.409217	0	
13	-7.745586	0.1912103	0.1681861	2.342206	0	
14	-7.745586	0.190372	0.1667021	1.99375	0	
15	-7.725453	0.1957854	0.1536017	1.821456	0	
16	-7.675812	0.1966021	0.1457084	1.557736	0	
17	-7.641574	0.1960748	0.1380143	1.277072	0	
18	-7.351275	0.2018381	0.1125731	1.160415	0	
19	-7.181239	0.2015723	0.09274625	0.9182657	0	
